@relation Output_Experiment2_reoccuring_50_0

@attribute 1 numeric
@attribute 2 numeric
@attribute class1 {class1,class2}

@data
0.632894,6.89465,class1
2.44003,1.58856,class1
7.67262,11.0073,class2
1.35851,1.56597,class1
3.20735,2.58292,class1
4.97706,9.72499,class2
8.53092,7.79345,class2
3.07998,4.75736,class1
1.23583,3.50151,class1
6.10152,7.36904,class2
1.6387,3.28996,class1
1.95494,0.301921,class1
6.63309,8.52655,class2
2.50123,3.44839,class1
6.89842,7.76506,class2
3.02059,5.90471,class1
5.97759,7.64383,class2
6.26953,7.26408,class2
6.98165,8.30836,class2
2.05021,0.806267,class1
8.03003,8.3012,class2
-1.05323,-1.60453,class1
8.1328,8.75235,class2
9.01235,8.80716,class2
7.3338,7.7547,class2
1.62741,1.83433,class1
0.0305761,4.20279,class1
8.10041,7.48147,class2
3.68803,4.25698,class1
1.87537,2.80866,class1
8.55647,7.81275,class2
1.05878,3.62209,class1
3.11266,4.08133,class1
6.05825,9.81243,class2
7.4652,9.99515,class2
1.94641,1.98747,class1
0.5468,4.03465,class1
6.14495,6.85927,class2
7.8409,7.62115,class2
6.25356,7.48717,class2
6.97988,9.94639,class2
0.122605,3.36542,class1
7.16669,7.68311,class2
1.10378,5.29288,class1
7.09352,6.02629,class2
6.93379,6.80662,class2
7.88661,9.72089,class2
1.52405,2.07718,class1
-0.24367,4.24119,class1
6.05929,7.56709,class2
2.60421,1.52184,class1
1.48154,3.11948,class1
2.05521,4.07881,class1
7.61363,9.51723,class2
6.68836,8.28727,class2
7.70693,8.68001,class2
2.64055,-0.0638931,class1
7.64403,6.38561,class2
6.92895,8.52064,class2
2.84804,1.76978,class1
2.09715,2.52519,class1
2.83971,3.88059,class1
0.195108,4.92542,class1
5.82928,5.99425,class2
6.73855,7.37579,class2
0.971998,2.95988,class1
2.4783,3.65068,class1
2.61816,1.28674,class1
7.73896,6.61546,class2
5.46888,8.62094,class2
6.63434,8.52763,class2
0.510829,4.09715,class1
1.47893,2.55483,class1
7.85855,10.3333,class2
2.07942,1.47269,class1
6.57893,9.43266,class2
6.81263,7.18798,class2
7.40856,9.14207,class2
8.29717,8.25494,class2
1.88768,1.74534,class1
6.82729,8.86653,class2
4.81088,2.94271,class1
2.31076,4.05999,class1
6.89165,6.62115,class2
7.45178,10.441,class2
2.57728,3.60856,class1
2.73383,4.54265,class1
6.20299,9.55247,class2
6.54709,6.96643,class2
1.67208,4.04986,class1
1.80088,4.02165,class1
5.69289,9.29201,class2
8.37595,6.36942,class2
0.269246,3.45203,class1
6.93073,8.62782,class2
2.83428,4.25868,class1
2.42521,4.65256,class1
1.66205,3.13971,class1
6.71521,6.75397,class2
2.36216,2.14335,class1
2.02649,4.16903,class1
